1,-0.63728,-2.5369,1.0057,1.8358,0.74296,-0.90055,-0.38543,-1.0131
1,0.32908,-0.8736,1.5121,-0.72357,0.49154,0.86248,-0.053105,1.0012
1,0.36991,-1.0526,-0.76142,-0.89325,-0.21182,-0.064187,-0.13352,0.62344
1,-0.53642,1.2002,0.31715,-1.025,-0.29137,-1.1688,0.010371,-0.55335
1,0.75065,-0.2399,-0.48102,-0.015687,0.84527,-0.96598,-0.79535,0.65267
1,0.70001,0.11702,-1.0452,0.62699,1.272,-1.6395,0.20309,-0.24927
1,-0.048998,0.55705,-0.38194,-0.62466,0.50881,0.04637,-0.46026,0.26706
1,-0.83803,-1.5122,-1.2134,0.24325,1.0316,0.62247,-0.3213,-1.2991
1,-0.33108,-0.73127,-0.49625,0.35265,-0.32608,1.0344,2.7278,0.39995
1,0.093293,0.64946,-0.74126,0.12005,0.58699,-1.356,-0.0086297,-1.3494
1,-0.64906,0.04138,-0.43936,0.89846,0.030647,-1.6311,0.24982,-0.46076
1,-0.14963,-1.0274,0.65668,0.58796,1.529,1.1853,-0.38851,-1.1336
1,0.66854,-1.0631,-1.2795,0.88803,-0.5826,-0.13208,-0.55886,-0.59571
1,-2.213,-1.1882,-1.1826,-0.5026,1.9104,-0.82882,-0.62602,-0.16126
1,1.1344,0.078251,-0.19704,0.25961,-0.45182,0.22239,-0.32136,1.0907
1,0.70508,0.21215,-0.35659,0.3191,1.4287,1.3052,-0.90028,-1.3233
1,-0.042481,-0.62019,-2.3493,-0.61982,-1.2969,-2.1867,0.19367,-1.3903
1,0.73121,-0.77625,2.3457,-1.0947,-0.030734,-1.2534,0.26356,1.0468
1,0.94229,0.15456,0.29939,0.38671,-0.57625,1.48,0.67753,-0.2984
1,-1.2487,-0.27129,0.95134,0.12344,-1.4425,1.0934,-0.3662,-0.42813
1,-1.1045,-0.25841,0.027547,0.12752,-0.64217,-0.18145,-1.1753,-0.34441
1,-0.96733,1.7905,-0.9314,-0.9884,0.58063,0.091257,1.4744,0.15184
1,-0.58976,0.72543,0.76075,-0.82758,0.57575,0.25496,-0.29135,1.0758
1,0.4635,0.10506,0.025927,-0.42003,-0.02261,-0.94737,1.6974,-0.3333
1,-1.1259,-0.61532,-0.2787,-0.34498,0.063297,0.48394,1.131,-1.2013
1,1.1938,-0.90108,-1.2441,-0.97368,-0.097338,-1.2052,0.47632,-0.35731
1,0.74503,-0.53359,-2.2691,0.75174,-1.0654,-0.29032,0.12875,0.77181
1,1.957,0.49249,-0.55373,0.09816,1.0643,1.0999,0.5809,-1.1518
1,-0.32739,0.0044061,1.0039,0.016535,1.114,0.44912,-0.89261,0.051091
1,0.95929,-0.70781,3.5473,0.30062,0.0014951,1.507,1.3166,1.4012
1,0.13502,0.26993,0.63222,-1.4233,1.1598,1.2921,-0.24962,-2.1461
1,-0.081343,1.8013,1.2457,-0.46454,-0.63364,0.064198,0.072328,1.1097
1,0.077235,-0.48108,1.8915,-1.2754,1.1438,1.0893,2.15,0.19045
1,-0.33485,0.087197,0.072228,0.39112,-0.85199,0.16006,-1.6727,0.54889
1,-0.33455,-0.50764,1.7521,-1.4898,-0.9463,1.0855,-0.1958,1.7364
1,0.0084557,0.61357,-1.5112,1.0117,-0.38955,-0.41582,-0.47407,0.96471
1,0.50005,-0.33298,1.3318,0.38299,0.037964,-2.2728,-0.077115,-0.56364
1,-0.097973,-0.62277,-0.14551,-1.1156,2.085,-1.9344,0.87254,0.22067
1,-0.030775,-0.49809,-1.6113,2.8767,0.89292,-0.13801,-1.5051,-1.9725
1,-0.61196,3.7076,-1.686,1.1697,-0.15794,-1.2266,-2.5495,0.069816
1,-1.0641,0.9651,0.27121,-1.9442,0.18446,-1.8971,0.72533,-0.95594
1,1.281,1.4539,0.47966,0.60926,0.23236,0.33548,1.3981,0.64907
1,-0.24621,0.2639,0.5345,-0.52207,-0.077911,-0.16673,0.16907,1.3994
1,1.6135,0.64468,-2.6727,-0.58558,-0.54453,-0.27663,-1.1176,-0.97879
1,-0.092641,-1.3297,1.7944,-1.239,-0.16746,-1.748,0.71249,0.043368
1,-2.06,1.1672,-0.97609,0.54118,0.13895,0.70858,0.39735,0.62468
1,1.1342,0.15358,-0.13613,0.45767,0.31942,0.57337,0.35078,0.98107
1,-0.97478,1.309,0.29428,-0.26889,-1.291,-0.82871,0.16435,-1.1853
1,-0.86516,0.45028,-0.90209,-1.1058,-1.3571,0.2389,0.22067,-1.6187
1,2.8629,-1.0258,1.5624,1.3653,0.2596,-0.2362,-0.95193,-0.0018614
1,-1.2759,-0.4056,-0.25868,0.85507,-0.46938,-1.035,-0.39406,0.54864
1,-1.3955,1.1054,0.4898,0.11015,-0.41824,0.45821,0.31565,-0.40314
1,-0.76293,0.71968,-0.66962,0.11284,0.73271,0.089873,-0.78233,-0.69858
1,0.60019,1.9772,-0.66953,-0.97918,0.04907,0.68356,-1.1134,-3.0698
1,-0.17822,0.7312,-1.736,1.8274,0.78277,-0.013993,1.2659,-0.68534
1,-1.3376,-0.80811,-0.086729,-1.7293,-0.85763,1.2693,-2.2599,-1.8737
1,1.6956,-2.582,-0.097797,0.92772,0.33903,-1.1939,0.34784,-1.3771
1,0.35623,-1.0232,0.35733,0.11849,0.67743,-1.251,-1.7866,-0.37237
1,-1.1263,-0.6296,-0.93704,0.18212,-0.12192,-0.61278,-0.96639,-0.25626
1,1.7522,0.61918,-0.030517,0.45859,-0.47299,-0.70831,-0.3591,-1.1009
1,-0.2301,-0.51046,-0.31354,-0.10723,0.3471,2.2866,-0.18184,-1.6356
1,1.0172,0.78723,1.1044,-1.9726,-0.63845,-0.852,-1.5505,-0.59263
1,-0.074619,-0.17318,1.7906,-0.30816,-1.1776,0.62516,-0.17458,0.4436
1,1.397,-1.2071,0.76219,-0.28724,-0.39207,-1.5383,-0.49821,1.2264
1,-0.58094,0.88612,1.7686,-0.042978,-0.8268,1.6875,-0.45458,-0.72456
1,-1.0803,1.0128,-1.5152,-0.51547,-0.46682,-0.16433,-0.54093,-0.23297
1,-0.031175,0.3963,1.0283,1.3811,-0.98002,-0.28588,1.0992,1.1403
1,-0.41536,1.0729,1.2851,-0.46838,2.6911,-0.58735,-0.9586,1.0462
1,0.38798,-0.12727,-0.34813,0.82074,2.5639,1.2963,0.28409,1.2953
1,-0.88516,1.113,0.94873,-0.59734,0.62068,1.2897,-0.23474,-0.072569
1,0.96027,-0.28082,-1.2114,0.81663,-0.094587,0.63017,0.51837,1.2087
1,-0.38127,-0.73618,-0.20489,-0.86311,-0.45585,-1.1752,0.82791,0.83502
1,-0.91683,-1.3329,-0.24652,0.42026,0.20623,0.21867,-0.86039,1.0981
1,1.4411,0.042866,-0.046841,1.4556,-0.82392,-0.50623,-0.86813,1.3287
1,0.83363,-0.71715,-0.1019,-1.096,-1.3651,-1.2582,0.20016,1.733
1,0.43456,1.0938,-1.5397,-0.90078,-1.2667,-1.9096,0.41083,-0.55044
1,1.1076,1.3569,0.64802,-0.062204,-0.066306,0.94534,1.6428,0.0084538
1,-0.65428,-0.44048,-0.39224,-1.0534,-0.03675,1.4645,1.0252,1.006
1,1.6986,0.70977,0.10332,-0.15866,1.5892,-0.57022,1.0251,-0.28384
1,-0.32742,-0.01476,0.5071,-1.3212,1.506,-1.1062,1.1305,1.3019
1,1.7665,1.4064,-3.5547,-0.82295,-0.98269,0.054029,0.60632,-0.89266
1,-0.93754,-0.60679,-1.6324,1.2517,-0.40458,-0.77505,0.88197,0.91575
1,2.0642,-0.8673,0.83863,-0.41889,-0.72831,-0.34174,1.6076,-1.2506
1,0.2416,0.56232,-0.30092,-0.80365,1.3964,1.0251,1.1346,-0.93891
1,1.6266,1.026,-0.77977,-1.376,1.0537,0.70028,-0.68535,0.76475
1,-0.9309,-0.78453,1.2598,-0.21452,0.84913,-0.4852,-0.25993,-0.74999
1,-0.95871,-0.21915,-1.5167,2.2194,0.64511,0.21316,-1.0232,1.0981
1,1.1254,0.28894,-1.247,0.2419,-0.26913,-0.12201,0.65858,-1.276
1,-0.69446,1.6706,-1.7491,-1.227,1.583,-1.1373,1.5597,-1.1373
1,-0.36583,0.28217,-0.4483,-0.7244,-0.77768,-0.87994,0.52359,0.26187
1,0.75071,1.0914,0.57883,-0.31078,0.88101,-1.3491,1.2289,0.64671
1,-0.49139,0.094874,-1.3788,1.0386,-0.47894,-0.81394,-0.93758,-0.88971
1,0.49042,0.62902,0.60108,-1.1971,0.55783,-1.3832,-0.28529,0.0061264
1,-0.68984,0.34007,-0.14288,1.6074,-0.38265,-1.7524,-0.36861,-0.99619
1,1.5258,1.2758,-0.047131,-0.2734,0.16073,-0.022754,-0.74537,0.11519
1,0.77886,-0.77748,0.35712,-1.1978,-0.35897,-1.4201,0.85377,0.42224
1,-0.73524,-1.1619,-1.2138,0.90451,0.24747,-1.4063,-1.143,-1.372
1,-0.97429,1.5452,-0.1221,0.78648,2.6605,0.91562,-1.017,0.96036
1,-0.018074,-1.4083,0.87636,-0.89784,-0.91976,0.75405,0.013707,-0.6202
1,1.6631,-0.26624,0.07666,-0.96613,-3.0322,-0.14552,0.44821,-0.51953
